299,284,270
47,42,35
405,424,428
284,299,298
183,171,184
270,284,271
536,526,529
538,536,529
517,526,513
515,524,518
500,498,511
475,486,491
371,382,384
341,362,365
362,367,365
166,154,152
154,141,152
185,199,172
174,187,173
173,187,186
305,291,304
253,239,254
337,324,323
308,309,295
336,334,349
508,515,518
12,1,3
2,10,4
416,401,393
393,405,416
405,428,416
344,329,327
329,314,327
404,424,405
416,428,425
434,425,428
452,436,434
441,428,424
118,94,119
118,119,144
144,119,143
97,94,118
370,380,383
379,366,352
123,112,107
168,184,171
157,168,171
157,143,168
155,144,157
157,144,143
198,184,188
312,313,298
299,312,298
313,312,325
297,283,286
338,341,365
453,430,449
538,529,537
535,537,528
528,537,529
524,515,522
491,498,500
511,509,500
498,491,486
464,475,458
401,383,393
416,410,401
385,401,394
410,416,425
316,317,303
466,455,445
445,458,466
482,471,468
471,459,468
273,288,275
303,290,289
287,288,273
315,314,329
183,184,198
440,438,450
450,438,448
460,472,463
412,397,411
412,399,397
399,384,397
423,438,426
412,426,414
423,426,412
387,384,399
384,387,373
373,387,374
391,367,378
189,175,190
203,216,202
217,216,234
362,341,350
199,209,213
228,227,213
213,227,199
241,227,228
186,185,170
170,173,186
186,187,200
200,201,215
215,239,223
236,254,239
215,236,239
253,254,268
200,215,223
223,209,200
239,253,228
239,228,223
359,360,347
388,387,400
360,359,374
359,373,374
388,374,387
375,374,388
293,278,292
306,320,307
332,319,318
332,346,347
306,293,292
261,276,277
291,305,292
291,292,277
322,320,334
320,322,307
294,293,307
307,293,306
334,320,333
347,360,348
319,320,306
347,348,333
333,348,334
268,254,267
295,309,296
268,282,281
296,282,295
336,322,334
337,323,336
351,350,337
363,364,351
337,336,351
322,336,323
308,323,309
308,322,323
508,518,510
390,391,378
378,367,362
351,364,350
341,335,350
364,378,362
364,362,350
390,378,377
403,391,390
377,378,364
409,421,417
402,389,396
390,389,402
389,390,377
433,432,442
456,454,442
442,447,456
24,26,18
65,77,67
75,77,65
0,1,8
1,12,8
17,12,5
5,12,3
58,57,70
38,45,48
117,109,126
82,93,71
93,82,95
356,342,344
329,344,342
343,342,354
443,434,428
443,441,457
428,441,443
83,97,96
68,60,78
78,97,83
94,97,78
68,78,83
83,79,68
47,60,53
68,53,60
68,64,53
68,79,64
380,404,405
405,393,380
393,383,380
380,370,366
370,353,366
380,366,379
379,404,380
353,352,366
339,353,340
352,353,339
325,326,339
326,312,299
326,325,312
352,339,326
193,192,204
165,166,152
177,192,178
177,178,165
152,140,151
165,178,166
207,192,194
177,194,192
179,194,177
137,123,135
149,163,151
237,242,248
188,184,168
188,212,198
255,227,241
257,269,255
255,269,283
365,367,392
392,391,406
367,391,392
311,283,297
341,338,321
321,311,297
338,311,321
321,335,341
324,335,321
483,490,496
469,462,477
437,421,433
446,462,449
437,446,449
449,429,437
430,429,449
523,520,531
504,520,512
535,528,533
523,533,528
531,533,523
487,497,488
476,478,487
468,466,476
468,455,466
525,520,516
531,520,525
527,514,526
527,536,534
526,536,527
505,503,495
505,494,502
513,526,514
513,514,505
493,482,488
471,482,481
499,501,489
479,480,489
489,501,490
484,473,485
485,494,495
494,505,495
472,481,485
509,511,519
509,506,497
509,497,500
487,500,497
509,519,516
525,516,519
436,425,434
452,445,436
452,458,445
419,410,425
436,431,419
419,425,436
478,475,491
478,458,475
478,466,458
476,466,478
491,487,478
491,500,487
316,330,317
303,289,302
419,420,407
431,420,419
436,445,431
445,444,431
459,455,468
455,459,444
444,445,455
435,431,444
407,420,411
504,493,488
476,482,468
482,476,488
488,476,487
273,263,264
315,316,302
302,316,303
302,301,315
329,342,328
329,328,315
315,301,314
328,316,315
301,302,288
237,240,226
198,212,211
240,237,248
212,214,226
226,240,225
197,183,198
212,226,211
211,226,225
258,251,248
290,276,274
290,274,289
303,317,304
274,259,260
275,289,274
259,244,260
260,244,247
244,233,247
448,460,450
435,438,423
460,459,471
459,460,448
389,386,396
386,389,376
396,408,409
409,402,396
422,432,418
418,409,408
408,396,398
396,386,398
400,387,399
399,412,414
414,400,399
371,373,358
371,384,373
415,430,406
406,391,415
415,429,430
417,429,415
415,391,403
128,113,116
105,116,113
115,116,104
142,141,154
167,166,181
166,167,154
58,69,55
105,113,99
74,69,81
91,105,90
90,105,99
180,191,176
280,282,267
267,282,268
252,254,236
254,252,267
203,205,218
203,202,190
190,191,203
190,176,191
231,232,246
216,203,218
216,218,231
174,173,159
175,160,161
132,122,134
124,113,128
138,153,148
142,153,138
91,89,104
66,70,57
140,141,125
141,140,152
33,46,45
209,199,185
185,186,209
186,200,209
228,213,223
209,223,213
281,296,286
257,253,268
282,296,281
306,292,305
333,332,347
305,318,319
319,306,305
332,333,319
319,333,320
262,277,278
278,277,292
262,278,265
349,348,361
349,334,348
361,376,363
361,375,376
349,351,336
376,389,377
363,376,377
377,364,363
349,361,363
363,351,349
479,489,490
483,477,490
510,501,508
496,501,510
496,490,501
310,296,309
324,321,310
337,350,335
337,335,324
324,309,323
324,310,309
403,402,417
403,390,402
417,421,437
417,402,409
417,415,403
437,429,417
44,52,56
52,65,56
44,34,42
37,34,44
18,26,20
24,34,26
42,47,53
52,44,42
34,24,35
34,35,42
53,52,42
53,64,52
88,77,87
103,88,87
14,17,5
81,70,80
91,90,81
104,105,91
104,116,105
91,80,89
81,80,91
27,28,33
21,17,27
39,38,48
62,72,61
74,84,72
61,51,62
99,84,90
74,90,84
81,90,74
55,69,62
74,62,69
72,62,74
145,159,170
159,173,170
126,121,136
121,126,109
159,145,146
136,133,126
117,93,95
95,109,117
73,72,85
72,73,61
111,109,101
101,85,98
92,85,101
111,121,109
73,82,63
82,73,92
73,85,92
92,101,95
101,109,95
95,82,92
63,71,59
43,50,59
63,82,71
369,356,372
372,356,357
372,383,385
383,401,385
368,369,381
394,395,381
381,395,382
474,464,457
452,434,443
452,443,464
443,457,464
464,458,452
464,474,475
475,474,486
96,79,83
97,106,96
106,97,118
130,106,118
130,120,106
118,144,130
75,64,79
96,100,86
100,96,107
79,96,86
340,344,327
372,370,383
370,372,357
357,356,344
340,327,325
325,339,340
327,313,325
340,357,344
357,353,370
353,357,340
140,127,137
151,165,152
151,140,137
137,149,151
163,165,151
165,163,177
270,256,242
256,248,242
214,237,226
212,188,214
214,242,237
477,462,465
462,446,465
479,490,477
479,477,465
418,421,409
433,446,437
421,418,433
418,432,433
453,449,469
477,483,469
469,449,462
505,514,503
481,494,485
482,493,481
472,460,471
481,472,471
520,523,512
502,493,504
512,523,517
508,507,515
499,507,508
508,501,499
398,400,413
398,388,400
422,427,439
398,413,408
422,408,413
418,408,422
450,460,463
472,485,473
463,472,473
330,316,328
354,355,343
343,355,345
355,354,368
328,342,343
343,330,328
331,330,345
330,343,345
358,355,371
330,331,317
355,358,345
345,358,346
411,395,407
423,412,411
506,520,504
504,488,506
506,516,520
509,516,506
506,488,497
275,263,273
288,302,289
247,263,260
275,288,289
275,260,263
274,260,275
256,258,248
284,298,285
271,256,270
258,256,271
314,313,327
313,314,300
225,240,238
240,248,251
197,211,210
198,211,197
183,182,169
183,197,182
120,123,107
164,149,150
135,149,137
317,331,318
304,290,303
318,305,304
304,317,318
229,244,243
259,243,244
220,222,233
233,229,220
192,207,204
244,229,233
204,207,220
220,219,204
448,444,459
444,448,435
435,448,438
423,411,420
420,431,435
435,423,420
400,414,413
427,413,414
422,413,427
359,358,373
331,332,318
332,331,346
331,345,346
346,358,359
359,347,346
128,129,142
142,138,128
167,153,154
154,153,142
142,129,141
116,129,128
231,218,232
232,245,246
203,191,205
221,232,218
221,218,205
178,181,166
193,178,192
181,178,193
81,69,70
55,49,58
48,57,58
58,70,69
160,147,161
161,147,148
190,175,176
161,176,175
266,267,252
280,294,295
295,282,280
265,249,246
246,262,265
265,278,279
278,293,279
234,216,231
234,231,249
231,246,249
266,265,279
160,159,146
160,174,159
145,136,146
132,136,121
201,200,187
187,189,201
236,215,217
98,84,99
134,122,124
111,122,121
134,147,132
132,121,122
132,146,136
132,147,146
160,146,147
128,138,124
122,108,124
99,113,108
124,108,113
129,125,141
115,129,116
125,129,115
104,89,102
102,115,104
114,115,102
114,127,125
140,125,127
88,103,102
114,103,112
114,102,103
125,115,114
66,80,70
76,80,66
268,281,257
228,253,241
257,241,253
257,255,241
360,361,348
375,361,360
398,386,388
386,376,375
375,388,386
360,374,375
26,34,37
44,46,37
46,44,56
112,103,100
100,103,87
100,107,112
127,123,137
123,127,112
127,114,112
7,14,5
29,27,38
27,29,21
21,8,12
12,17,21
0,8,2
13,23,10
13,21,23
8,21,13
23,21,29
13,2,8
13,10,2
30,19,15
6,4,10
15,23,30
10,23,15
10,15,6
6,15,9
25,19,30
36,49,41
39,49,36
40,51,50
93,117,110
419,407,410
407,395,394
394,410,407
401,410,394
79,86,75
64,65,52
65,64,75
87,77,75
86,87,75
87,86,100
454,465,446
446,433,442
454,446,442
479,465,467
454,467,465
454,456,467
514,527,521
507,503,514
527,532,521
532,527,534
507,514,521
492,503,499
507,499,503
517,523,528
517,529,526
517,528,529
492,499,489
456,470,467
484,492,480
480,492,489
480,467,470
480,479,467
432,422,439
461,470,456
442,432,447
432,439,447
447,461,456
451,461,447
395,411,397
382,371,368
368,381,382
371,355,368
382,397,384
382,395,397
298,300,285
300,298,313
285,271,284
272,271,285
240,251,238
250,238,251
263,250,264
250,251,264
196,208,194
177,163,179
163,149,164
163,164,179
247,233,235
220,207,222
