3,5,-1
189,431,-1
30,33,37
0,52,203
46,50,78
0,521,584
7,252,-1
6,8,57
7,255,756
25,60,546
61,63,-1
63,278,494
83,341,774
14,55,223
13,95,149
16,207,378
15,350,351
381,986,-1
19,370,459
18,102,661
120,124,599
105,107,111
23,140,417
22,136,145
127,139,399
9,147,-1
168,170,-1
720,722,-1
29,42,65
28,30,193
2,29,34
32,505,587
31,77,177
2,192,-1
30,35,179
34,66,272
272,273,489
2,181,-1
39,41,-1
38,40,500
39,49,-1
38,185,497
28,194,506
197,199,-1
502,594,705
46,47,218
4,45,798
45,49,-1
49,798,799
40,47,48
4,219,309
53,509,777
3,53,583
51,52,202
222,226,893
13,227,-1
238,344,-1
7,59,-1
59,241,-1
57,58,757
9,928,-1
10,62,283
61,266,268
10,11,-1
279,492,493
28,66,484
35,65,68
68,483,735
66,67,275
284,319,563
71,246,289
70,274,280
73,291,296
72,258,327
76,299,576
285,318,321
74,302,953
32,305,954
4,313,797
80,87,824
79,81,325
80,540,554
83,85,570
12,82,84
83,86,88
82,87,326
84,87,338
79,85,86
84,89,340
88,90,339
89,115,622
148,149,225
93,644,872
92,94,364
93,653,866
14,151,230
98,381,384
99,384,692
96,99,-1
97,98,220
101,382,985
100,102,458
19,101,383
108,661,865
106,108,111
21,106,361
104,105,663
21,135,387
103,104,109
108,383,385
111,385,691
21,104,110
114,117,131
115,116,337
112,115,121
90,113,114
113,117,549
112,116,699
119,122,652
118,129,132
20,391,619
114,390,623
118,389,395
124,816,829
20,123,125
124,392,396
127,129,130
24,126,862
129,651,859
119,126,128
126,134,398
112,133,393
119,134,394
131,134,695
130,132,133
107,360,362
23,138,359
360,388,690
136,388,418
24,144,407
22,141,143
140,142,150
141,154,405
140,146,402
139,146,863
23,146,647
143,144,145
25,259,410
91,155,346
14,91,152
141,153,416
95,152,415
149,151,153
150,152,156
142,156,160
148,156,420
153,154,155
158,422,530
157,159,332
158,160,404
154,159,419
163,333,533
163,747,762
161,162,766
428,429,430
166,425,968
165,438,739
168,714,-1
26,167,712
170,439,-1
26,169,447
172,377,640
