299,284,270
47,53,35
405,424,428
284,299,312
198,171,184
270,284,256
536,526,538
538,526,529
529,526,513
515,524,508
491,498,511
475,486,491
371,397,384
341,367,365
362,367,341
166,141,152
154,141,166
185,199,172
159,187,173
173,187,200
305,291,318
253,239,254
337,309,323
323,309,295
322,334,349
508,524,518
12,1,3
2,10,4
416,383,393
393,405,416
405,428,416
344,314,327
329,314,344
404,424,405
416,428,434
434,425,416
452,436,434
441,428,424
118,94,119
118,119,144
144,119,143
97,94,118
370,393,383
379,366,352
123,100,107
168,184,157
157,184,171
157,143,168
155,144,157
157,144,143
198,184,212
325,313,298
284,312,298
298,312,325
297,283,269
338,341,365
453,430,429
538,529,537
535,537,528
528,537,529
524,515,530
491,511,500
511,509,500
498,491,486
464,475,458
401,383,416
416,425,401
385,401,410
410,401,425
330,317,303
466,455,445
445,458,466
482,459,468
471,459,482
273,288,263
303,274,289
301,288,273
301,314,329
183,171,198
426,438,450
450,438,460
460,472,450
412,397,423
412,384,397
399,384,412
423,438,412
412,426,399
438,426,412
373,384,399
399,387,373
373,387,359
391,367,378
202,175,190
190,216,202
202,216,234
362,341,335
199,209,213
228,241,213
213,227,199
241,227,213
186,185,170
170,173,186
186,173,200
200,201,215
215,239,223
236,254,239
215,236,239
253,254,268
200,215,223
223,209,200
223,253,228
239,253,223
374,360,347
374,387,400
347,359,374
359,387,374
388,374,400
360,374,388
293,278,306
306,320,293
332,305,318
332,359,347
306,278,292
261,291,277
291,305,277
305,292,277
307,320,334
334,322,307
279,293,307
307,293,320
334,320,348
347,360,333
333,320,306
360,348,333
333,348,320
268,254,267
295,309,282
268,282,281
296,282,309
336,322,349
337,323,351
351,364,337
377,364,351
323,336,351
322,336,308
308,323,295
308,336,323
508,518,501
403,391,378
378,367,362
337,364,350
362,335,350
350,378,362
364,378,350
390,364,377
403,378,390
390,378,364
409,421,402
402,389,409
377,389,402
402,390,377
418,432,442
456,467,442
442,432,456
34,26,18
65,77,56
87,77,65
0,1,8
1,12,8
17,3,5
17,12,3
48,57,70
38,57,48
117,109,126
82,93,71
93,82,95
356,342,329
329,344,356
328,342,354
443,434,428
443,441,457
428,441,443
83,97,96
68,60,78
78,97,83
94,97,78
68,78,83
83,79,68
47,60,68
68,53,47
68,64,53
68,79,64
380,404,405
405,393,380
393,370,380
380,370,366
370,353,366
380,366,379
379,404,380
339,352,366
339,353,325
366,353,339
325,312,339
326,312,299
326,339,312
352,339,326
178,192,204
178,166,152
177,192,165
192,178,165
152,140,165
165,178,152
207,192,177
177,194,207
163,194,177
137,123,149
149,163,137
237,256,248
188,184,168
188,212,184
255,227,241
241,269,255
255,269,283
365,367,392
392,391,406
367,391,392
311,283,297
341,338,321
321,311,297
338,311,321
321,335,341
310,335,321
483,477,496
469,462,477
437,421,446
446,462,449
437,446,449
449,429,437
453,429,449
533,520,531
504,520,512
535,528,523
523,533,535
520,533,523
487,497,476
476,466,487
455,466,476
468,455,476
